DIV,WD,County,State,Station Name,DWR Abbrev,USGS Station ID,Data Source,Status,POR Start,POR End,UTM X,UTM Y,Location Accuracy,More Information,Location
5,39,GARFIELD,CO,"EAST FORK PARACHUTE CREEK NR ANVIL POINTS, CO.",EPARANCO,09092960,USGS,Historic,1976,1983,243717.4,4382616.4,User supplied,https://dwr.state.co.us/Tools/Stations/EPARANCO,"(39.55498, -107.982867)"
5,51,GRAND,CO,"COLORADO RIVER NEAR GRANBY, CO",COLNGBCO,09019500,USGS,Active,1908,2022,423262.8,4441555.7,User supplied,https://dwr.state.co.us/Tools/Stations/COLNGBCO,"(40.120828, -105.900577)"
6,43,RIO BLANCO,CO,"CORRAL GULCH BELOW WATER GULCH, NR RANGELY, CO.",CORWATCO,09306235,USGS,Historic,1974,1989,197988,4423311.1,User supplied,https://dwr.state.co.us/Tools/Stations/CORWATCO,"(39.90609, -108.532885)"
5,37,EAGLE,CO,"GYPSUM CREEK NEAR GYPSUM, CO.",GYPGYPCO,09069500,USGS,Historic,1950,1972,333753.2,4379106,User supplied,https://dwr.state.co.us/Tools/Stations/GYPGYPCO,"(39.545545, -106.93478)"
7,69,SAN MIGUEL,CO,"DISAPPOINTMENT CREEK NEAR CEDAR, CO.",DISCRKCO,09168500,USGS,Historic,1942,1956,179098.4,4202422.2,User supplied,https://dwr.state.co.us/Tools/Stations/DISCRKCO,"(37.912772, -108.650112)"
4,40,GUNNISON,CO,"RUBY ANTHRACITE CREEK NEAR FLORESTA, CO.",,09132000,USGS,Historic,1938,1958,312250.4,4303804.2,User supplied,https://dwr.state.co.us/Tools/Stations/820,"(38.863052, -107.163955)"
1,4,LARIMER,CO,HANDY DITCH,HANDITCO,,DWR,Active,2010,2023,481228,4474463,User supplied,https://dwr.state.co.us/Tools/Stations/HANDITCO,"(40.420589, -105.22129)"
1,7,JEFFERSON,CO,RALSTON CREEK ABOVE RALSTON RESERVOIR NEAR GOLDEN,RALCRKCO,,DWR,Active,1996,2023,477612,4407950,GPS,https://dwr.state.co.us/Tools/Stations/RALCRKCO,"(39.82125, -105.261607)"
2,17,CROWLEY,CO,FORT LYON STORAGE CANAL,FLSCANCO,,DWR,Active,1987,2023,607098.9,4219156.1,User supplied,https://dwr.state.co.us/Tools/Stations/FLSCANCO,"(38.113894, -103.778297)"
4,59,,CO,"GUNNISON RIVER AT GUNNISON WHITEWATER PARK, CO",GUNGWPCO,09114520,USGS,Active,2017,2022,330115,4266786,User supplied,https://dwr.state.co.us/Tools/Stations/GUNGWPCO,"(38.533279, -106.949092)"
,99,,KS,"REPUBLICAN R AT MILFORD, KS",,06857000,USGS,Historic,1895,1964,1198864,4366308.4,User supplied,https://dwr.state.co.us/Tools/Stations/2723,"(39.164719, -96.915845)"
4,40,DELTA,CO,HIGHLINE DITCH ON LEROUX CREEK NEAR LAZEAR,LELAHICO,,DWR,Active,1998,2023,257607,4308889,User supplied,https://dwr.state.co.us/Tools/Stations/LELAHICO,"(38.895461, -107.794927)"
1,7,,CO,JOHNS POND OUTLET,JOPOUTCO,,DWR,Active,2022,2023,487981.6,4403290,GPS,https://dwr.state.co.us/Tools/Stations/JOPOUTCO,"(39.779473, -105.140352)"
1,4,LARIMER,CO,REORGANIZED FARMERS DITCH,REODITCO,,NWSDR,Active,2010,2023,492991,4470609,User supplied,https://dwr.state.co.us/Tools/Stations/REODITCO,"(40.38605, -105.082588)"
6,58,ROUTT,CO,"YAMPA RIVER BELOW STAGECOACH RESERVOIR, CO",YAMBSRCO,09237500,USGS,Active,1939,2023,344523,4461167,Digitized off map,https://dwr.state.co.us/Tools/Stations/YAMBSRCO,"(40.286554, -106.829061)"
6,58,ROUTT,CO,"FISH C TRIB BL LONG LK, NR BUFFALO PASS, CO.",FISHLOCO,09238710,DWR,Historic,1984,1995,356954.8,4482030.1,,https://dwr.state.co.us/Tools/Stations/FISHLOCO,"(40.476651, -106.687555)"
6,58,ROUTT,CO,"YAMPA RIVER ABOVE LAKE CATAMOUNT, CO",YAMABCAT,,DWR,Historic,1978,1995,346356.9,4467247.5,User supplied,https://dwr.state.co.us/Tools/Stations/YAMABCAT,"(40.341652, -106.808957)"
1,3,LARIMER,CO,LARIMER COUNTY DITCH,LACDITCO,0300911,NWSDR,Active,2015,2023,484330,4500650,User supplied,https://dwr.state.co.us/Tools/Stations/LACDITCO,"(40.65657, -105.185374)"
2,14,,CO,EXCELSIOR DITCH,1400539A,,DWR,Active,2022,2023,543882.9,4234751.3,GPS,https://dwr.state.co.us/Tools/Stations/1400539A,"(38.259722, -104.498407)"
1,7,JEFFERSON,CO,JIM BAKER RESERVOIR OUT TO CLEAR CREEK,JBROUTCO,,DWR,Active,2015,2023,496968,4406090,GPS,https://dwr.state.co.us/Tools/Stations/JBROUTCO,"(39.80478, -105.03543)"
2,17,OTERO,CO,"TIMPAS CREEK NEAR ROCKY FORD, CO.",TIMNRFCO,07121000,USGS,Historic,1923,2000,612068.7,4201343.9,User supplied,https://dwr.state.co.us/Tools/Stations/TIMNRFCO,"(37.952793, -103.724402)"
3,22,CONEJOS,CO,NORTH BRANCH CONEJOS RIVER NEAR CONEJOS,NORCONCO,,DWR,Active,1999,2023,410330.5,4106636.3,User supplied,https://dwr.state.co.us/Tools/Stations/NORCONCO,"(37.101753, -106.009141)"
2,11,LAKE,CO,CHARLES H. BOUSTEAD TUNNEL,BOUTUNCO,09077160,DWR,Active,1971,2023,376070.2,4348553.5,User supplied,https://dwr.state.co.us/Tools/Stations/BOUTUNCO,"(39.277492, -106.436808)"
7,77,ARCHULETA,CO,"OSO DIVERSION NEAR CHROMO,CO.",OSODIVCO,,DWR,Active,1991,2023,345625.7,4099643,User supplied,https://dwr.state.co.us/Tools/Stations/OSODIVCO,"(37.030315, -106.735632)"
7,31,LA PLATA,CO,"VALLECITO CREEK NEAR BAYFIELD, CO.",VALBAYCO,09352900,USGS,Active,1962,2023,275078.1,4150884.2,GPS,https://dwr.state.co.us/Tools/Stations/VALBAYCO,"(37.477505, -107.543681)"
1,9,,CO,SODA LAKES OUTLET TO TURKEY CREEK,SODATCCO,,DWR,Active,2020,2023,486073,4387691,Digitized off map,https://dwr.state.co.us/Tools/Stations/SODATCCO,"(39.638893, -105.162315)"
5,45,GARFIELD,CO,"COLORADO RIVER BELOW GLENWOOD SPRINGS, CO.",COLGLECO,09085100,USGS,Active,1966,2023,299167.2,4380976.1,User supplied,https://dwr.state.co.us/Tools/Stations/COLGLECO,"(39.554987, -107.337567)"
6,43,RIO BLANCO,CO,"MIDDLE FORK STEWART GULCH NEAR RIO BLANCO, CO.",MIFSTECO,09306015,USGS,Historic,1974,1981,228236.5,4409142.9,User supplied,https://dwr.state.co.us/Tools/Stations/MIFSTECO,"(39.788869, -108.173711)"
7,77,ARCHULETA,CO,"LITTLE NAVAJO RIVER AT CHROMO, CO.",LITTRACO,09345500,USGS,Historic,1935,1952,336099,4101515.6,User supplied,https://dwr.state.co.us/Tools/Stations/LITTRACO,"(37.045575, -106.843102)"
2,10,PUEBLO,CO,"TURKEY CR WEST SEEP BL TELLER RES NR STONE CITY,CO",TURWESCO,382628104493700,USGS,Active,2001,2023,515102.3,4254773.2,GPS,https://dwr.state.co.us/Tools/Stations/TURWESCO,"(38.441115, -104.826959)"
5,51,,CO,WINDY GAP PUMP PIPELINE CANAL,WGPPMPCO,,NCWCD,Active,2021,2023,416303,4440252,Digitized off map,https://dwr.state.co.us/Tools/Stations/WGPPMPCO,"(40.108411, -105.982068)"
3,22,CONEJOS,CO,EPHRAIM D,2200541A,,DWR,Active,2022,2023,419897.8,4116077.3,,https://dwr.state.co.us/Tools/Stations/2200541A,"(37.187713, -105.902488)"
4,40,DELTA,CO,"COTTONWOOD CREEK NEAR HOTCHKISS, CO.",COTHOTCO,09134200,USGS,Historic,1976,1979,266651.3,4298690.1,User supplied,https://dwr.state.co.us/Tools/Stations/COTHOTCO,"(38.806102, -107.687295)"
5,36,SUMMIT,CO,"WILLOW CREEK NEAR DILLON, CO.",WILDILCO,09051500,USGS,Historic,1942,1951,407315.9,4389467.8,User supplied,https://dwr.state.co.us/Tools/Stations/WILDILCO,"(39.649994, -106.080308)"
6,58,ROUTT,CO,"YAMPA RIVER AT STEAMBOAT SPRINGS, CO",YAMSTECO,09239500,USGS,Active,1904,2023,344687.6,4482978.8,User supplied,https://dwr.state.co.us/Tools/Stations/YAMSTECO,"(40.482993, -106.832437)"
2,16,HUERFANO,CO,CITY OF WALSENBURG WATER SUPPLY DIVERSION AT CUCHARAS RIVER,WWSCURCO,,DWR,Active,2009,2023,500233,4151169,Digitized off map,https://dwr.state.co.us/Tools/Stations/WWSCURCO,"(37.507466, -104.997374)"
4,40,DELTA,CO,"KISER CREEK NEAR CEDAREDGE, CO.",,09140500,USGS,Historic,1942,1946,244054.2,4313090.8,User supplied,https://dwr.state.co.us/Tools/Stations/1137,"(38.929433, -107.95258)"
6,47,JACKSON,CO,"WILLOW CREEK NEAR RAND, CO.",WILRANCO,06618000,USGS,Historic,1931,1940,396786.7,4480603.6,User supplied,https://dwr.state.co.us/Tools/Stations/WILRANCO,"(40.469713, -106.217533)"
7,32,MONTEZUMA,CO,NARRAGUINNEP RES OUTLET,3200700A,,DWR,Historic,2010,2022,179339.3,4154673.5,,https://dwr.state.co.us/Tools/Stations/3200700A,"(37.483356, -108.626366)"
1,4,LARIMER,CO,"BIG THOMPSON BL MORAINE PARK NR ESTES PARK, CO",BTBMORCO,402114105350101,USGS,Active,1995,2023,450393.8,4467198.6,User supplied,https://dwr.state.co.us/Tools/Stations/BTBMORCO,"(40.353883, -105.584176)"
2,17,OTERO,CO,HOLBROOK RESERVOIR INFLOW,HOLINFCO,,DWR,Active,2016,2023,621863.2,4215084,User supplied,https://dwr.state.co.us/Tools/Stations/HOLINFCO,"(38.075333, -103.610617)"
4,62,,CO,PINE CREEK NEAR MORROW POINT RESERVOIR,6202065A,,DWR,Historic,2019,2022,295457,4257691,GPS,https://dwr.state.co.us/Tools/Stations/6202065A,"(38.444085, -107.343773)"
7,30,LA PLATA,CO,FLORIDA RIVER ABOVE LEMON RESERVOIR NEAR DURANGO,FLOALECO,09362750,DWR,Active,1972,2023,263310.9,4145642.3,GPS,https://dwr.state.co.us/Tools/Stations/FLOALECO,"(37.427368, -107.674943)"
2,17,LINCOLN,CO,DOUGLAS RESERVOIR AT SMITH RANCH NEAR RUSH (OUTFLOW),DOUOUTCO,,DWR,Active,2000,2023,596699.4,4285737.2,User supplied,https://dwr.state.co.us/Tools/Stations/DOUOUTCO,"(38.715, -103.887751)"
2,10,EL PASO,CO,"COTTONWOOD CREEK AT MOUTH AT PIKEVIEW, CO",COCRPICO,07103990,USGS,Active,1986,2023,516108,4308716.7,User supplied,https://dwr.state.co.us/Tools/Stations/COCRPICO,"(38.92723, -104.814178)"
1,5,BOULDER,CO,"LEFT HAND CREEK AT MOUTH, AT LONGMONT, CO.",LEFTLOCO,06725000,USGS,Historic,1927,1955,491318.1,4444100.9,User supplied,https://dwr.state.co.us/Tools/Stations/LEFTLOCO,"(40.147214, -105.10194)"
6,47,JACKSON,CO,RABBIT EARS PASS DITCH NR. RABBIT EARS,RABDITCO,,DWR,Historic,1963,1964,362756,4473408.5,User supplied,https://dwr.state.co.us/Tools/Stations/RABDITCO,"(40.399985, -106.617283)"
2,67,PROWERS,CO,LAMAR CANAL,LAMCANCO,,DWR,Active,1985,2023,708776,4219185,User supplied,https://dwr.state.co.us/Tools/Stations/LAMCANCO,"(38.096378, -102.619124)"
2,15,PUEBLO,CO,GREENHORN CREEK AND SHURTZ DITCH (COMBINED),GRECRCCO,,DWR,Historic,2013,2015,505298,4197144,,https://dwr.state.co.us/Tools/Stations/GRECRCCO,"(37.921839, -104.93973)"
1,3,LARIMER,CO,N.W.S. CACHE LA POUDRE RIVER AT FORT COLLINS,CLAPOUCO,,NWS,Historic,1997,1999,481030,4501530.4,User supplied,https://dwr.state.co.us/Tools/Stations/CLAPOUCO,"(40.664428, -105.224436)"
2,10,EL PASO,CO,DR ROGERS DITCH,DRGDITCO,,DWR,Active,2007,2023,532372,4267152,GPS,https://dwr.state.co.us/Tools/Stations/DRGDITCO,"(38.552215, -104.628495)"
5,38,PITKIN,CO,"SF FRYINGPAN RIVER FEEDER CANAL NEAR NORRIE, CO.",SOFRYNCO,09077750,USGS,Historic,1971,1983,362776.9,4344490.1,User supplied,https://dwr.state.co.us/Tools/Stations/SOFRYNCO,"(39.238882, -106.590042)"
2,11,CHAFFEE,CO,"ARKANSAS RIVER AT GRANITE, CO.",ARKGRNCO,07086000,DWR,Active,1910,2023,390466.3,4322310,User supplied,https://dwr.state.co.us/Tools/Stations/ARKGRNCO,"(39.043002, -106.265702)"
4,41,MONTROSE,CO,LOUTSENHIZER CANAL,LOUTCNCO,4100537,DWR,Active,2011,2023,250210,4258243,User supplied,https://dwr.state.co.us/Tools/Stations/LOUTCNCO,"(38.437548, -107.861902)"
1,23,PARK,CO,TARRYALL CREEK BELOW TARRYALL RESERVOIR,TARTARCO,,DWR,Active,1975,2023,448004.9,4341554,GPS,https://dwr.state.co.us/Tools/Stations/TARTARCO,"(39.221723, -105.602354)"
2,17,OTERO,CO,PURGATOIRE RIVER AT NINEMILE DAM NEAR HIGBEE,PURNINCO,07126500,DWR,Active,1924,2023,631240,4175224,Digitized off map,https://dwr.state.co.us/Tools/Stations/PURNINCO,"(37.714882, -103.510993)"
4,40,DELTA,CO,"TERROR CREEK AT MOUTH NEAR BOWIE, CO",TERBOWCO,09132995,USGS,Active,2001,2013,277836.1,4309230.2,GPS,https://dwr.state.co.us/Tools/Stations/TERBOWCO,"(38.90388, -107.562014)"
1,1,MORGAN,CO,"SOUTH PLATTE RIVER AT FORT MORGAN, CO",PLAMORCO,06759500,USGS,Active,1943,2023,601929,4458237,User supplied,https://dwr.state.co.us/Tools/Stations/PLAMORCO,"(40.268407, -103.801206)"
5,72,MESA,CO,"LATERAL NO. 48 NEAR MACK, CO.",,09095528,USGS,Historic,1973,1981,169254.2,4353901.3,User supplied,https://dwr.state.co.us/Tools/Stations/551,"(39.271371, -108.833728)"
1,6,,CO,ENTERPRISE DITCH,ENPDITCO,,DWR,Active,2020,2023,481684,4426740,Digitized off map,https://dwr.state.co.us/Tools/Stations/ENPDITCO,"(39.990643, -105.214555)"
2,67,PROWERS,CO,"WILLOW CREEK NEAR LAMAR, CO.",WILLAMCO,07133050,USGS,Historic,1974,1977,709335.5,4212693.3,User supplied,https://dwr.state.co.us/Tools/Stations/WILLAMCO,"(38.037789, -102.614643)"
4,41,MONTROSE,CO,"DRY CREEK AT BEGONIA RD, NR DELTA, CO.",,09149480,USGS,Historic,1995,1998,234646.3,4281885.3,User supplied,https://dwr.state.co.us/Tools/Stations/2142,"(38.645821, -108.048973)"
1,49,,KS,"SF REPUBLICAN R NR CO-KS ST LINE, KS",SFRPKSCO,06827000,USGS,Active,1945,2023,756162.8,4395610.6,User supplied,https://dwr.state.co.us/Tools/Stations/SFRPKSCO,"(39.671938, -102.013516)"
4,59,GUNNISON,CO,"COAL CREEK NEAR CRESTED BUTTE, CO.",,09111000,USGS,Historic,1941,1946,321610,4302847.7,User supplied,https://dwr.state.co.us/Tools/Stations/1536,"(38.856391, -107.055893)"
1,4,LARIMER,CO,"BIG THOMPSON RIVER NEAR LOVELAND, CO.",BTLOVECO,06741500,USGS,Historic,1947,1955,490973.2,4471942.6,User supplied,https://dwr.state.co.us/Tools/Stations/BTLOVECO,"(40.398049, -105.106383)"
1,3,LARIMER,CO,CACHE LA POUDRE AT CANYON MOUTH NEAR FORT COLLINS,CLAFTCCO,06752000,DWR,Active,1881,2023,481050.9,4501539,User supplied,https://dwr.state.co.us/Tools/Stations/CLAFTCCO,"(40.66451, -105.224188)"
7,33,LA PLATA,CO,HAY GULCH DITCH NEAR HESPERUS,HAYDITCO,,DWR,Active,2007,2022,230482.4,4130869.5,User supplied,https://dwr.state.co.us/Tools/Stations/HAYDITCO,"(37.285429, -108.040137)"
3,20,,CO,"JEMEZ RIVER BELOW JEMEZ DAM, NM.",JEMBELNM,,COE,Historic,1994,2001,,,,https://dwr.state.co.us/Tools/Stations/JEMBELNM,
2,10,EL PASO,CO,"FOUNTAIN CREEK NEAR FOUNTAIN, CO.",FOUFOUCO,07106000,USGS,Active,1938,2023,528713,4272625.9,User supplied,https://dwr.state.co.us/Tools/Stations/FOUFOUCO,"(38.601671, -104.670261)"
5,53,EAGLE,CO,"ROCK CREEK AT MCCOY, CO.",,09060770,USGS,Historic,1983,1997,352511.3,4419438.5,User supplied,https://dwr.state.co.us/Tools/Stations/900,"(39.91221, -106.725609)"
1,4,BOULDER,CO,W. FK. LIT. THOM. R. B. BIG ELK MEAD.,LTCELKCO,,DWR,Historic,1955,1963,462039.1,4456370,User supplied,https://dwr.state.co.us/Tools/Stations/LTCELKCO,"(40.256935, -105.446405)"
5,37,EAGLE,CO,"CROSS CREEK NEAR MINTURN, CO",CROMINCO,09065100,USGS,Active,1956,2023,378677.1,4380796.3,User supplied,https://dwr.state.co.us/Tools/Stations/CROMINCO,"(39.568295, -106.412443)"
1,4,LARIMER,CO,CHARLES HANSEN FEED CANAL 930 SECTION,HFC930CO,,BOR,Active,2012,2023,481624,4471548.5,User supplied,https://dwr.state.co.us/Tools/Stations/HFC930CO,"(40.394337, -105.216538)"
7,29,ARCHULETA,CO,"EF SAN JUAN R AB SAND CREEK, NR PAGOSA SPGS, CO.",EASJASCO,09339900,USGS,Historic,1956,2003,337014,4139698.2,User supplied,https://dwr.state.co.us/Tools/Stations/EASJASCO,"(37.389733, -106.841162)"
,99,,KS,"ARKANSAS RIVER AT DEERFIELD, KS",,07138070,USGS,Historic,1998,2023,840085.8,4209532.7,User supplied,https://dwr.state.co.us/Tools/Stations/2714,"(37.969744, -101.128779)"
5,70,GARFIELD,CO,"CLEAR CREEK NEAR DE BEQUE, CO.",,09094400,USGS,Historic,1966,1968,213869.5,4375697.5,User supplied,https://dwr.state.co.us/Tools/Stations/698,"(39.483322, -108.326759)"
1,7,BROOMFIELD,CO,"LITTLE DRY CREEK AT WESTMINSTER, CO",LDCWESCO,,USGS,Active,2019,2023,496572,4408508,GPS,https://dwr.state.co.us/Tools/Stations/LDCWESCO,"(39.826565, -105.040068)"
2,17,OTERO,CO,CATLIN AUGMENTATION STATION AT CROOKED ARROYO,CATAGCCO,,DWR,Active,2014,2023,619916,4201520,User supplied,https://dwr.state.co.us/Tools/Stations/CATAGCCO,"(37.953377, -103.635078)"
3,35,ALAMOSA,CO,BIG SPRING CREEK AT MEDANO RANCH NEAR MOSCA,BIGSPGCO,,DWR,Active,1999,2023,441522.3,4176551.3,User supplied,https://dwr.state.co.us/Tools/Stations/BIGSPGCO,"(37.734378, -105.663676)"
1,1,MORGAN,CO,"SOUTH PLATTE RIVER NEAR WELDONA, CO",PLAWELCO,06758500,DWR,Active,1952,2023,591518.4,4463944.5,User supplied,https://dwr.state.co.us/Tools/Stations/PLAWELCO,"(40.321018, -103.922814)"
6,58,ROUTT,CO,MORRISON CREEK BELOW SILVER CREEK,MORBSCCO,,DWR,Active,2009,2022,348036.2,4456539,Digitized off map,https://dwr.state.co.us/Tools/Stations/MORBSCCO,"(40.245525, -106.786656)"
5,72,MESA,CO,"MACK WASH NEAR MACK, CO.",MACKWACO,09163340,USGS,Historic,1973,1982,168436.9,4353318.1,User supplied,https://dwr.state.co.us/Tools/Stations/MACKWACO,"(39.265818, -108.842891)"
5,37,,CO,ABRAMS CREEK ABOVE JPO,ABRJPOCO,,DWR,Active,2019,2023,340226,4383521,GPS,https://dwr.state.co.us/Tools/Stations/ABRJPOCO,"(39.586535, -106.860548)"
1,64,SEDGWICK,CO,"LODGEPOLE CREEK AT OVID, CO",LODPOLCO,,DWR,Historic,2010,2013,720058.8,4537718,,https://dwr.state.co.us/Tools/Stations/LODPOLCO,"(40.960981, -102.385093)"
3,99,,NM,"RIO GRANDE AT SAN MARCIAL, NM",,08358500,USGS,Historic,1899,1964,315319.6,3728525.9,User supplied,https://dwr.state.co.us/Tools/Stations/2378,"(33.680622, -106.992253)"
5,51,GRAND,CO,"COLUMBINE CREEK ABV LAKE GRANBY, NR GRAND LAKE, CO",COLALACO,09015500,USGS,Historic,1950,1955,430171.7,4448773.5,User supplied,https://dwr.state.co.us/Tools/Stations/COLALACO,"(40.186454, -105.820285)"
5,50,GRAND,CO,"TROUBLESOME C AT ATMORE RANCH, NR TRBLESOME, CO.",TROATRCO,09039500,USGS,Historic,1937,1943,388538.8,4451701.4,User supplied,https://dwr.state.co.us/Tools/Stations/TROATRCO,"(40.208321, -106.30976)"
1,2,JEFFERSON,CO,S. WOMAN CR. AT W. BUFFER ZONE FENCE LINE AT RFP,,395253105131700,USGS,Historic,1994,1996,481141.9,4414645.2,User supplied,https://dwr.state.co.us/Tools/Stations/2164,"(39.881657, -105.220554)"
1,2,DENVER,CO,CHEROKEE POWER PLANT RETURN TO SOUTH PLATTE RIVER,CHERTNCO,,DWR,Active,2012,2023,503366.6,4406548.4,GPS,https://dwr.state.co.us/Tools/Stations/CHERTNCO,"(39.808906, -104.960675)"
5,37,EAGLE,CO,"BOOTH CREEK NEAR MINTURN, CO.",BOOMINCO,09066200,USGS,Active,1964,2023,386482.8,4389561.6,User supplied,https://dwr.state.co.us/Tools/Stations/BOOMINCO,"(39.648329, -106.323092)"
4,40,DELTA,CO,CIRCLE DITCH BELOW FRUIT GROWERS RESERVOIR,CIRDITCO,,BOR,Historic,2011,2012,243256,4301606,,https://dwr.state.co.us/Tools/Stations/CIRDITCO,"(38.825841, -107.957483)"
1,4,WELD,CO,BIG THOMPSON AND PLATTE DITCH DIVERSION,BTPLADCO,,NCSDR,Active,2008,2023,509330,4466194,User supplied,https://dwr.state.co.us/Tools/Stations/BTPLADCO,"(40.346252, -104.890151)"
2,67,,CO,WILEY DRAIN INLET,WILDINCO,,DWR,Active,2021,2023,701490,4221123,Digitized off map,https://dwr.state.co.us/Tools/Stations/WILDINCO,"(38.115485, -102.701604)"
2,11,LAKE,CO,HOMESTAKE TUNNEL,HOMTUNCO,09063700,DWR,Active,1966,2023,375702.6,4348941,User supplied,https://dwr.state.co.us/Tools/Stations/HOMTUNCO,"(39.280925, -106.441133)"
6,43,RIO BLANCO,CO,PICEANCE C BL GARDENHIRE GULCH NR RIO BLANCO CO.,PICGARCO,09306045,USGS,Historic,1980,1982,224354.9,4414469.2,User supplied,https://dwr.state.co.us/Tools/Stations/PICGARCO,"(39.835533, -108.221205)"
,99,,AZ,"COLORADO RIVER AT SIB NEAR SAN LUIS, AZ.",,09522200,USGS,Historic,1960,1986,-423877.9,3638261.8,User supplied,https://dwr.state.co.us/Tools/Stations/1936,"(32.496722, -114.814126)"
2,79,HUERFANO,CO,HUDSON DITCH,HUDDITCO,,NPS,Active,2010,2023,460885,4191455,User supplied,https://dwr.state.co.us/Tools/Stations/HUDDITCO,"(37.869739, -105.444738)"
2,11,LAKE,CO,"ARKANSAS RIVER NEAR LEADVILLE, CO",ARKLEACO,07081200,USGS,Active,1967,2023,383672.7,4345274.9,GPS,https://dwr.state.co.us/Tools/Stations/ARKLEACO,"(39.249007, -106.348119)"
1,5,,CO,LOWER BOULDER DITCH AUG RETURN TO GODDING HOLLOW,0502407A,,DWR,Active,2022,2023,503038,4437247,GPS,https://dwr.state.co.us/Tools/Stations/0502407A,"(40.085501, -104.964375)"
3,20,RIO GRANDE,CO,SOUTH FORK RIO GRANDE BELOW COLUMBINE CREEK NEAR SOUTH FORK,SOUCOLCO,,DWR,Historic,2015,2016,345160.8,4160035,User supplied,https://dwr.state.co.us/Tools/Stations/SOUCOLCO,"(37.574356, -106.753449)"
1,7,JEFFERSON,CO,RALSTON-CLEAR CREEK CANAL,RCCDIVCO,,DWR,Active,2021,2023,480101,4408782,GPS,https://dwr.state.co.us/Tools/Stations/RCCDIVCO,"(39.828808, -105.23255)"
1,3,,CO,CCWCD JONES DITCH AUG RETURN,CENJNZCO,,DWR,Active,2018,2023,514226,4477074,Digitized off map,https://dwr.state.co.us/Tools/Stations/CENJNZCO,"(40.444202, -104.832259)"
5,36,SUMMIT,CO,"STRAIGHT CREEK NEAR DILLON, CO.",STRANDCO,09051000,USGS,Historic,1943,1952,412486,4389253.3,User supplied,https://dwr.state.co.us/Tools/Stations/STRANDCO,"(39.648602, -106.020029)"
3,20,,NM,"RIO CHAMA BELOW EL VADO DAM, NM",RCHELVNM,08285500,USGS,Active,1935,2023,345691,4049708.9,User supplied,https://dwr.state.co.us/Tools/Stations/RCHELVNM,"(36.580383, -106.724767)"
1,2,,CO,SOUTH RESERVOIR COMPLEX INFLOW,SCPXINCO,,DWR,Active,2018,2023,504541,4407280,Digitized off map,https://dwr.state.co.us/Tools/Stations/SCPXINCO,"(39.815496, -104.946954)"
1,4,LARIMER,CO,BOULDER-LARIMER DITCH NEAR BERTHOUD,BOULARCO,,DWR,Active,1998,2023,485123.4,4456447.5,Digitized off map,https://dwr.state.co.us/Tools/Stations/BOULARCO,"(40.258367, -105.174957)"
1,23,PARK,CO,"FRENCH CREEK NEAR JEFFERSON,COLORADO",FREJEFCO,06697200,USGS,Historic,1986,1990,423359.8,4363207.9,User supplied,https://dwr.state.co.us/Tools/Stations/FREJEFCO,"(39.414995, -105.8903)"
4,40,GUNNISON,CO,"MUDDY CREEK AT BARDINE, CO.",,09131500,USGS,Historic,1949,1955,295622.6,4312761.4,User supplied,https://dwr.state.co.us/Tools/Stations/1443,"(38.939992, -107.358115)"
4,40,DELTA,CO,BIG DITCH AT MOONEY'S HEADGATE,BIGMONCO,,DWR,Active,2012,2023,245081,4316995,User supplied,https://dwr.state.co.us/Tools/Stations/BIGMONCO,"(38.964866, -107.9422)"
1,4,LARIMER,CO,"BUCKHORN CREEK NEAR MASONVILLE, CO",BUCRMVCO,06739500,DWR,Active,1947,2023,484313.5,4475995.5,User supplied,https://dwr.state.co.us/Tools/Stations/BUCRMVCO,"(40.434464, -105.184951)"
7,33,LA PLATA,CO,LA PLATA RIVER AT THE COLORADO-NEW MEXICO STATELINE,LAPMEXCO,09366500,DWR,Active,1920,2023,216243.1,4099593.1,GPS,https://dwr.state.co.us/Tools/Stations/LAPMEXCO,"(36.999699, -108.188678)"
5,72,MESA,CO,"OWENS CREEK DITCH NEAR RENO MOUNTAIN, CO",OWECRECO,,DWR,Active,1996,2023,276758.9,4346781.8,User supplied,https://dwr.state.co.us/Tools/Stations/OWECRECO,"(39.241653, -107.586742)"
2,16,HUERFANO,CO,CUCHARAS RIVER BELOW CUCHARAS RESERVOIR,CUCBCRCO,,DWR,Active,1989,2023,535434,4178342,User supplied,https://dwr.state.co.us/Tools/Stations/CUCBCRCO,"(37.751703, -104.597774)"
7,31,LA PLATA,CO,"SPRING CREEK AT LA BOCA, CO",SPRILACO,09355000,USGS,Historic,1951,2011,269101.7,4099716.7,User supplied,https://dwr.state.co.us/Tools/Stations/SPRILACO,"(37.015286, -107.595341)"
5,36,SUMMIT,CO,"BLUE RIVER ABV PENNSYLVANIA CR NR BLUE RIVER, CO",BLUPENCO,392547106023400,USGS,Active,2005,2013,410251.7,4364983.8,User supplied,https://dwr.state.co.us/Tools/Stations/BLUPENCO,"(39.42973, -106.042786)"
4,41,,CO,"FQ LATERAL TAIL NEAR PEA GREEN, CO",UVTFQLCO,,DWR,Active,2020,2023,228939,4283773,GPS,https://dwr.state.co.us/Tools/Stations/UVTFQLCO,"(38.661083, -108.115195)"
1,64,SEDGWICK,CO,SOUTH RESERVATION DITCH,SRNDITCO,,LPWCD,Active,2007,2023,714957.7,4535468,User supplied,https://dwr.state.co.us/Tools/Stations/SRNDITCO,"(40.942091, -102.44643)"
